session_id,user_id,event_time,event_name,channel
34865,1639,2026-07-22 22:41:00,view_spot,自然流量
66215,3116,2026-07-22 22:41:00,view_spot,小红书种草
88854,4210,2026-07-22 22:41:00,app_launch,自然流量
2775,125,2026-07-22 22:42:00,view_spot,自然流量
2775,125,2026-07-22 22:42:00,pay_order,自然流量
14327,681,2026-07-22 22:42:00,ai_plan,自然流量
50505,2363,2026-07-22 22:42:00,view_spot,抖音信息流
72995,3440,2026-07-22 22:42:00,view_spot,小红书种草
88854,4210,2026-07-22 22:42:00,ai_plan,自然流量
78647,3710,2026-07-22 22:43:00,view_spot,小红书种草
134044,6342,2026-07-22 22:43:00,view_spot,高校地推
151635,7185,2026-07-22 22:43:00,app_launch,自然流量
34865,1639,2026-07-22 22:44:00,view_spot,自然流量
129627,6127,2026-07-22 22:44:00,app_launch,自然流量
151635,7185,2026-07-22 22:44:00,ai_plan,自然流量
156827,7431,2026-07-22 22:44:00,app_launch,微信分享裂变
50505,2363,2026-07-22 22:45:00,view_spot,抖音信息流
69969,3295,2026-07-22 22:45:00,app_launch,抖音信息流
72995,3440,2026-07-22 22:45:00,view_spot,小红书种草
72995,3440,2026-07-22 22:45:00,add_favorite,小红书种草
90740,4299,2026-07-22 22:45:00,app_launch,抖音信息流
120077,5682,2026-07-22 22:45:00,add_favorite,抖音信息流
129627,6127,2026-07-22 22:45:00,ai_plan,自然流量
156827,7431,2026-07-22 22:45:00,ai_plan,微信分享裂变
66215,3116,2026-07-22 22:46:00,create_order,小红书种草
69969,3295,2026-07-22 22:46:00,ai_plan,抖音信息流
78647,3710,2026-07-22 22:46:00,view_spot,小红书种草
102851,4871,2026-07-22 22:46:00,app_launch,抖音信息流
129627,6127,2026-07-22 22:46:00,view_spot,自然流量
134044,6342,2026-07-22 22:46:00,view_spot,高校地推
156827,7431,2026-07-22 22:46:00,view_spot,微信分享裂变
59805,2799,2026-07-22 22:47:00,app_launch,小红书种草
50505,2363,2026-07-22 22:48:00,view_spot,抖音信息流
59805,2799,2026-07-22 22:48:00,ai_plan,小红书种草
70123,3303,2026-07-22 22:48:00,app_launch,自然流量
78647,3710,2026-07-22 22:48:00,create_order,小红书种草
94583,4478,2026-07-22 22:48:00,app_launch,自然流量
149772,7100,2026-07-22 22:48:00,app_launch,自然流量
10631,503,2026-07-22 22:49:00,app_launch,高校地推
59805,2799,2026-07-22 22:49:00,view_spot,小红书种草
61679,2891,2026-07-22 22:49:00,app_launch,自然流量
62588,2934,2026-07-22 22:49:00,app_launch,微信分享裂变
70123,3303,2026-07-22 22:49:00,ai_plan,自然流量
78647,3710,2026-07-22 22:49:00,view_spot,小红书种草
78647,3710,2026-07-22 22:49:00,pay_order,小红书种草
94583,4478,2026-07-22 22:49:00,ai_plan,自然流量
129627,6127,2026-07-22 22:49:00,view_spot,自然流量
134044,6342,2026-07-22 22:49:00,view_spot,高校地推
140015,6628,2026-07-22 22:49:00,app_launch,小红书种草
149772,7100,2026-07-22 22:49:00,ai_plan,自然流量
156827,7431,2026-07-22 22:49:00,view_spot,微信分享裂变
10631,503,2026-07-22 22:50:00,ai_plan,高校地推
61679,2891,2026-07-22 22:50:00,ai_plan,自然流量
62588,2934,2026-07-22 22:50:00,ai_plan,微信分享裂变
64792,3043,2026-07-22 22:50:00,app_launch,微信分享裂变
70123,3303,2026-07-22 22:50:00,view_spot,自然流量
83834,3965,2026-07-22 22:50:00,app_launch,抖音信息流
94583,4478,2026-07-22 22:50:00,view_spot,自然流量
140015,6628,2026-07-22 22:50:00,ai_plan,小红书种草
149772,7100,2026-07-22 22:50:00,view_spot,自然流量
10631,503,2026-07-22 22:51:00,view_spot,高校地推
61679,2891,2026-07-22 22:51:00,view_spot,自然流量
62588,2934,2026-07-22 22:51:00,view_spot,微信分享裂变
64792,3043,2026-07-22 22:51:00,ai_plan,微信分享裂变
83834,3965,2026-07-22 22:51:00,ai_plan,抖音信息流
152723,7234,2026-07-22 22:51:00,app_launch,抖音信息流
154650,7324,2026-07-22 22:51:00,app_launch,高校地推
9291,438,2026-07-22 22:52:00,app_launch,抖音信息流
18310,860,2026-07-22 22:52:00,app_launch,抖音信息流
59805,2799,2026-07-22 22:52:00,view_spot,小红书种草
64792,3043,2026-07-22 22:52:00,view_spot,微信分享裂变
83834,3965,2026-07-22 22:52:00,view_spot,抖音信息流
105384,4986,2026-07-22 22:52:00,app_launch,抖音信息流
106708,5050,2026-07-22 22:52:00,app_launch,高校地推
129627,6127,2026-07-22 22:52:00,add_favorite,自然流量
154650,7324,2026-07-22 22:52:00,ai_plan,高校地推
156827,7431,2026-07-22 22:52:00,view_spot,微信分享裂变
18310,860,2026-07-22 22:53:00,ai_plan,抖音信息流
70123,3303,2026-07-22 22:53:00,view_spot,自然流量
94583,4478,2026-07-22 22:53:00,view_spot,自然流量
95256,4510,2026-07-22 22:53:00,app_launch,抖音信息流
106708,5050,2026-07-22 22:53:00,ai_plan,高校地推
154650,7324,2026-07-22 22:53:00,view_spot,高校地推
9108,431,2026-07-22 22:54:00,app_launch,高校地推
10631,503,2026-07-22 22:54:00,view_spot,高校地推
61679,2891,2026-07-22 22:54:00,view_spot,自然流量
62588,2934,2026-07-22 22:54:00,view_spot,微信分享裂变
90741,4299,2026-07-22 22:54:00,app_launch,抖音信息流
95256,4510,2026-07-22 22:54:00,ai_plan,抖音信息流
102916,4873,2026-07-22 22:54:00,app_launch,小红书种草
105309,4982,2026-07-22 22:54:00,app_launch,自然流量
106708,5050,2026-07-22 22:54:00,view_spot,高校地推
119084,5634,2026-07-22 22:54:00,app_launch,自然流量
8257,392,2026-07-22 22:55:00,app_launch,自然流量
9108,431,2026-07-22 22:55:00,ai_plan,高校地推
37631,1775,2026-07-22 22:55:00,app_launch,小红书种草
59805,2799,2026-07-22 22:55:00,view_spot,小红书种草
64792,3043,2026-07-22 22:55:00,view_spot,微信分享裂变
66857,3148,2026-07-22 22:55:00,app_launch,小红书种草
72071,3399,2026-07-22 22:55:00,app_launch,小红书种草
83834,3965,2026-07-22 22:55:00,view_spot,抖音信息流
90741,4299,2026-07-22 22:55:00,ai_plan,抖音信息流
129824,6137,2026-07-22 22:55:00,app_launch,高校地推
156827,7431,2026-07-22 22:55:00,view_spot,微信分享裂变
8257,392,2026-07-22 22:56:00,ai_plan,自然流量
66857,3148,2026-07-22 22:56:00,ai_plan,小红书种草
