session_id,user_id,event_time,event_name,channel
152936,7245,2026-06-01 11:58:00,app_launch,抖音信息流
152936,7245,2026-06-01 11:59:00,ai_plan,抖音信息流
152935,7245,2026-06-01 18:00:00,app_launch,抖音信息流
162798,7710,2026-06-04 07:31:00,app_launch,小红书种草
162797,7710,2026-06-04 09:47:00,app_launch,小红书种草
162797,7710,2026-06-04 09:48:00,ai_plan,小红书种草
162797,7710,2026-06-04 09:49:00,view_spot,小红书种草
162797,7710,2026-06-04 09:52:00,view_spot,小红书种草
162797,7710,2026-06-04 09:55:00,view_spot,小红书种草
162797,7710,2026-06-04 09:57:00,create_order,小红书种草
162797,7710,2026-06-04 09:58:00,view_spot,小红书种草
162797,7710,2026-06-04 09:58:00,pay_order,小红书种草
162799,7710,2026-06-04 19:28:00,app_launch,小红书种草
162799,7710,2026-06-04 19:29:00,ai_plan,小红书种草
162799,7710,2026-06-04 19:30:00,view_spot,小红书种草
162799,7710,2026-06-04 19:33:00,view_spot,小红书种草
162799,7710,2026-06-04 19:36:00,view_spot,小红书种草
162799,7710,2026-06-04 19:39:00,view_spot,小红书种草
162800,7710,2026-06-05 09:32:00,app_launch,小红书种草
162801,7710,2026-06-05 22:29:00,app_launch,小红书种草
162801,7710,2026-06-05 22:30:00,ai_plan,小红书种草
162801,7710,2026-06-05 22:31:00,view_spot,小红书种草
162801,7710,2026-06-05 22:34:00,view_spot,小红书种草
162801,7710,2026-06-05 22:37:00,view_spot,小红书种草
162801,7710,2026-06-05 22:40:00,view_spot,小红书种草
162802,7710,2026-06-06 10:03:00,app_launch,小红书种草
162804,7710,2026-06-06 15:22:00,app_launch,小红书种草
162804,7710,2026-06-06 15:23:00,ai_plan,小红书种草
77448,3657,2026-06-06 19:19:00,app_launch,自然流量
77448,3657,2026-06-06 19:20:00,ai_plan,自然流量
162803,7710,2026-06-06 20:38:00,app_launch,小红书种草
162803,7710,2026-06-06 20:39:00,ai_plan,小红书种草
162806,7710,2026-06-07 07:00:00,app_launch,小红书种草
162806,7710,2026-06-07 07:01:00,ai_plan,小红书种草
152937,7245,2026-06-07 07:57:00,app_launch,抖音信息流
152937,7245,2026-06-07 07:58:00,ai_plan,抖音信息流
152937,7245,2026-06-07 07:59:00,view_spot,抖音信息流
152937,7245,2026-06-07 08:02:00,view_spot,抖音信息流
152937,7245,2026-06-07 08:05:00,view_spot,抖音信息流
91472,4332,2026-06-07 11:11:00,app_launch,高校地推
91472,4332,2026-06-07 11:12:00,ai_plan,高校地推
162805,7710,2026-06-07 17:05:00,app_launch,小红书种草
162805,7710,2026-06-07 17:06:00,ai_plan,小红书种草
162805,7710,2026-06-07 17:07:00,view_spot,小红书种草
77451,3657,2026-06-07 18:24:00,app_launch,自然流量
77451,3657,2026-06-07 18:25:00,ai_plan,自然流量
77451,3657,2026-06-07 18:26:00,view_spot,自然流量
77451,3657,2026-06-07 18:29:00,view_spot,自然流量
77449,3657,2026-06-07 19:33:00,app_launch,自然流量
77449,3657,2026-06-07 19:34:00,ai_plan,自然流量
77449,3657,2026-06-07 19:35:00,view_spot,自然流量
77449,3657,2026-06-07 19:38:00,view_spot,自然流量
77449,3657,2026-06-07 19:41:00,view_spot,自然流量
33142,1555,2026-06-07 20:36:00,app_launch,自然流量
33142,1555,2026-06-07 20:37:00,ai_plan,自然流量
77450,3657,2026-06-07 20:37:00,app_launch,自然流量
33142,1555,2026-06-07 20:38:00,view_spot,自然流量
77450,3657,2026-06-07 20:38:00,ai_plan,自然流量
33142,1555,2026-06-07 20:41:00,view_spot,自然流量
33142,1555,2026-06-07 20:44:00,view_spot,自然流量
77452,3657,2026-06-08 08:41:00,app_launch,自然流量
77454,3657,2026-06-08 10:06:00,app_launch,自然流量
77454,3657,2026-06-08 10:07:00,ai_plan,自然流量
77453,3657,2026-06-08 11:09:00,app_launch,自然流量
77453,3657,2026-06-08 11:10:00,ai_plan,自然流量
77453,3657,2026-06-08 11:11:00,view_spot,自然流量
162807,7710,2026-06-08 12:24:00,app_launch,小红书种草
162807,7710,2026-06-08 12:25:00,ai_plan,小红书种草
162807,7710,2026-06-08 12:26:00,view_spot,小红书种草
85014,4020,2026-06-08 14:20:00,app_launch,小红书种草
85014,4020,2026-06-08 14:21:00,ai_plan,小红书种草
85015,4020,2026-06-08 16:06:00,app_launch,小红书种草
152938,7245,2026-06-08 18:06:00,app_launch,抖音信息流
152938,7245,2026-06-08 18:07:00,ai_plan,抖音信息流
29388,1384,2026-06-09 07:11:00,app_launch,高校地推
162808,7710,2026-06-09 12:45:00,app_launch,小红书种草
162808,7710,2026-06-09 12:46:00,ai_plan,小红书种草
162808,7710,2026-06-09 12:47:00,view_spot,小红书种草
162808,7710,2026-06-09 12:50:00,view_spot,小红书种草
162808,7710,2026-06-09 12:53:00,view_spot,小红书种草
162808,7710,2026-06-09 12:53:00,add_favorite,小红书种草
162808,7710,2026-06-09 12:56:00,view_spot,小红书种草
152940,7245,2026-06-09 15:36:00,app_launch,抖音信息流
